X,Y,X,
345,2045,63
339,2030,65
352,2050,63
334,2053,64
335,2053,64
325,2037,64
337,2029,69
339,2038,66
341,2045,70
337,2049,72
336,2051,57
333,2045,66
332,2051,60
322,2054,59
328,2052,66
325,2045,65
331,2044,59
327,2045,61
329,2044,54
331,2054,63
322,2058,55
326,2040,50
328,2043,57
330,2046,49
325,2047,58
328,2051,51
327,2044,69
328,2053,54
321,2047,53
330,2040,59
329,2050,59
328,2053,58
328,2050,51
327,2052,59
328,2045,61
327,2049,50
328,2049,54
327,2045,50
327,2045,52
334,2046,60
331,2051,51
324,2046,47
327,2048,55
326,2042,49
332,2042,52
330,2040,56
327,2053,58
334,2047,47
329,2051,54
325,2049,57
326,2045,55
327,2042,51
327,2040,53
320,2051,57
330,2046,57
328,2046,54
315,2046,58
325,2053,64
328,2045,52
331,2044,60
327,2049,64
324,2050,61
316,2044,55
317,2046,62
323,2049,57
323,2046,65
317,2043,52
323,2048,51
327,2043,58
328,2050,59
321,2045,56
309,2051,59
318,2050,70
322,2060,59
318,2047,64
309,2051,60
312,2047,54
301,2052,58
308,2046,72
319,2048,70
328,2048,62
327,2044,69
329,2045,67
323,2045,72
318,2043,75
308,2052,77
297,2049,83
289,2047,79
298,2054,69
289,2050,60
288,2047,53
301,2046,58
301,2045,48
277,2052,58
275,2059,61
301,2055,60
303,2059,61
291,2051,64
312,2046,72
315,2045,66
323,2046,65
324,2044,60
324,2040,63
318,2058,63
317,2052,51
318,2051,51
305,2043,57
293,2046,46
310,2045,53
300,2055,44
303,2048,45
291,2048,48
304,2051,47
292,2052,43
291,2054,53
303,2054,54
303,2052,43
308,2049,33
308,2056,45
298,2058,40
291,2050,43
291,2051,53
301,2048,48
320,2044,46
310,2048,39
310,2044,40
297,2059,41
288,2054,40
292,2054,46
298,2049,44
294,2057,48
299,2038,46
306,2040,42
313,2042,30
309,2053,29
303,2058,27
280,2065,27
276,2056,37
266,2057,32
272,2045,39
283,2059,33
301,2045,37
311,2047,35
309,2049,46
298,2047,27
312,2055,19
292,2059,26
297,2057,17
316,2047,26
288,2047,11
304,2042,13
299,2047,-11
288,2049,-25
289,2065,-11
314,2058,18
334,2055,13
346,2029,-3
368,2025,0
378,2030,0
390,2028,18
377,2043,19
376,2053,22
378,2066,17
368,2087,21
351,2110,30
295,2139,63
240,2119,42
198,2042,43
172,1926,97
182,1755,208
247,1918,375
369,2399,494
552,2721,519
586,2502,430
713,2202,384
483,1798,614
537,1948,743
423,1973,622
273,1819,658
137,1691,719
123,1683,725
203,1689,653
273,1619,655
306,1580,652
307,1547,569
373,1551,626
404,1507,639
419,1601,665
355,1758,742
249,1919,742
165,2069,763
177,2159,802
247,2237,846
284,2273,950
292,2218,1073
193,2392,1292
535,2787,1178
522,2600,674
153,2274,713
10,1699,787
-102,1333,601
-242,1531,201
-380,1756,251
-155,2138,237
403,2372,104
788,2133,-25
407,1734,14
281,1645,211
267,1823,266
213,1934,138
268,2033,166
306,2019,157
322,1939,134
271,1885,198
355,1846,96
316,1855,148
264,1826,177
336,1841,117
417,1835,98
462,1807,97
439,1719,69
409,1726,51
506,1853,157
467,1931,118
283,1996,-122
319,1945,-164
458,1798,-311
567,1961,-168
888,2172,-170
928,3019,-8
1192,3174,-550
895,3095,-771
425,3158,-561
-62,3038,-513
-369,2513,-556
-338,2052,-352
-243,2020,-202
-32,1979,-199
350,2188,-174
463,2259,-298
248,2180,-132
177,2049,-22
255,2210,309
408,2096,340
423,1701,182
218,1432,359
297,1406,367
262,1327,394
94,1190,366
-37,1046,387
36,940,477
243,944,630
367,1142,764
496,1707,870
730,2609,779
435,3075,17
104,3318,805
500,2743,1587
364,2240,1562
51,2591,439
-80,3174,44
-751,2372,344
-70,2122,407
364,1437,-31
321,1235,26
387,1743,-163
334,2062,-434
80,2101,87
-93,2031,474
9,2024,437
101,1760,202
190,1775,73
196,1891,87
335,2026,130
345,1847,157
257,1675,175
309,1723,93
399,1866,44
413,1834,71
410,1788,123
418,1799,137
515,1796,81
548,1842,-21
489,1920,-174
165,2003,-184
339,1975,-320
583,2007,-281
510,2169,-16
724,2556,-303
829,3143,-89
934,3036,-442
754,2845,-527
549,2539,-602
-66,2345,-640
-425,2354,-411
-303,2140,-219
-112,2079,-243
351,2397,-87
632,2565,-114
565,2199,-156
321,2056,99
362,2071,252
512,1952,331
287,1440,205
366,1320,249
448,1284,344
212,1131,280
109,1030,297
53,1021,323
73,1001,393
264,1009,416
246,1429,491
116,2196,732
436,2765,610
110,3103,-334
162,3641,986
771,2796,1544
744,1270,1331
1040,1687,1249
585,2458,331
-216,2340,104
-545,1902,330
-108,2189,386
468,3049,257
235,2262,-22
-127,1477,-531
-185,1275,-109
154,1958,486
447,2639,916
610,2200,487
651,1530,181
710,1544,-173
692,1861,-103
594,1801,88
200,1642,209
307,1625,-48
383,1778,-3
353,1798,-38
240,1747,-100
165,1782,-58
167,1828,39
241,1952,119
413,2090,-161
498,2064,-333
512,2088,-289
735,2237,-311
548,2380,58
446,2470,29
684,2837,-322
681,3051,-209
653,2771,-372
539,2409,-576
37,2178,-570
-359,2189,-546
-424,2339,-22
-122,2287,-169
454,2637,40
882,2607,-146
737,2362,-253
474,2140,110
531,2161,275
598,1950,271
415,1750,295
323,1401,178
344,1243,414
273,1147,377
179,1004,379
85,930,330
127,939,387
109,974,523
159,1144,578
189,1515,591
177,1943,714
396,2670,825
407,3156,272
113,3271,712
487,2846,1346
653,1735,1406
707,1374,1225
503,2984,1196
53,3288,635
-390,2640,0
-808,2097,347
135,1752,308
147,1092,-27
18,1455,-145
44,1694,-409
-48,2676,-85
44,2811,598
-17,1860,663
229,1579,438
443,1468,67
585,1721,-8
474,1985,127
237,1963,164
135,1808,37
250,1857,109
414,1821,57
494,1891,92
502,1787,69
367,1738,31
396,1801,8
477,1792,48
437,1829,110
341,2021,265
413,2062,168
558,1921,-167
951,1892,-341
1287,2116,-395
827,2778,-214
508,3260,-260
-75,3426,-343
-226,3270,-520
-309,2596,-473
-631,2045,-390
-797,2011,-292
-649,1824,-238
68,1867,-2
661,2375,-71
757,2892,-51
570,2005,-367
445,1836,210
485,1761,264
246,1504,372
-28,1482,355
158,1683,401
42,1464,584
-187,1393,439
-355,1394,272
-251,1320,311
-47,1491,347
89,1800,423
286,1982,432
697,2169,560
872,2171,704
828,2115,843
688,2111,965
659,2153,974
447,2206,893
20,3461,880
-142,3667,235
-488,2275,655
-413,1310,545
-147,1050,8
221,1627,-273
408,2571,-280
-90,2379,36
-362,2323,343
-129,2098,378
166,1967,54
265,1922,-278
310,1877,-351
182,2026,-181
-6,2185,-86
231,1883,-88
329,1891,-216
652,2053,-247
622,2007,-271
689,2002,-217
587,1868,-26
418,1997,-61
489,1884,-212
422,1904,-181
327,2075,-54
299,2090,36
413,2052,12
610,1905,-190
790,1683,-480
604,1629,-416
358,1717,-573
96,1949,-831
5,2601,-647
-65,3050,-468
-478,3239,-533
-998,2764,-781
-396,1997,-1055
173,1846,-784
542,2702,-336
891,2820,-91
928,2324,-52
904,2485,-12
400,1594,248
160,1353,426
154,1559,354
344,1784,488
313,1809,565
10,1757,596
-42,1664,571
44,1661,528
10,1642,524
-28,1655,528
-6,1725,567
55,1799,561
148,1802,581
246,1822,695
275,1812,808
359,1766,869
409,1764,880
193,1946,844
-164,3139,872
-55,3296,403
-57,2331,712
-556,1183,592
-521,1141,668
42,1797,252
185,2694,-278
-144,2881,-143
-73,2247,323
255,1986,132
419,1705,-280
444,1711,-324
441,2082,31
371,2203,90
417,2159,155
498,2098,108
509,1853,-1
347,1760,15
392,1863,-6
563,1915,-46
599,1842,-67
677,1856,-99
783,1848,-145
790,1946,-129
617,1988,-7
500,1823,38
410,1785,29
408,1968,137
605,2033,-89
657,1971,-388
231,2179,-180
-37,2654,85
311,2552,-335
659,2531,-541
817,3058,-559
972,2912,-704
1040,2713,-796
503,2697,-646
-100,2450,-504
-377,2064,-577
-241,1544,-558
224,1321,-689
917,1577,-659
958,2056,-148
626,2644,163
363,2439,90
82,1980,-92
181,1621,-230
195,1478,22
123,1480,264
184,1605,412
222,1650,457
260,1565,365
274,1551,356
256,1403,155
235,1483,123
294,1741,118
137,2318,245
7,2537,925
470,2214,348
457,1727,381
514,1468,396
621,3072,195
375,3811,-143
95,2828,79
395,1695,280
163,741,-138
-82,921,-98
-124,1836,-24
11,2684,50
-158,2265,340
70,2078,398
536,1918,213
836,1888,-2
585,2009,112
163,1914,157
35,1822,85
53,1718,48
124,1789,-12
234,1780,-57
261,1830,-132
227,1959,-59
288,1972,-43
379,2046,-69
384,2151,-237
306,2257,-403
469,2068,-393
854,1891,-413
847,2239,-125
893,2685,-441
759,3204,-461
1067,2713,-791
1020,2538,-566
410,2594,-244
-28,2445,-171
-420,2202,-437
-80,2093,-59
26,1930,-513
337,2221,-275
643,2414,-135
544,2262,-116
444,2245,-91
208,2075,-62
123,1787,28
124,1525,165
157,1420,-9
399,1526,88
340,1202,73
245,1222,174
122,1196,135
64,1168,190
157,1070,215
181,1234,220
112,1687,86
-58,2558,748
518,3262,1100
441,3771,79
426,3325,1444
927,1810,1743
1163,1454,1076
935,3092,410
-473,3555,-449
-1185,2452,-390
387,2213,933
275,907,-105
-130,231,-613
-338,849,-548
38,2898,14
300,3388,611
85,2010,564
285,1485,142
485,1237,-178
690,1607,-190
444,1939,-17
32,2114,163
81,2033,60
281,1976,25
476,1835,-26
481,1800,-140
330,1816,-173
189,1826,-40
289,1814,-83
477,1938,-177
462,2082,-237
587,2016,-200
911,2020,-223
1354,2258,-443
995,2939,-315
1023,2947,-694
786,3060,-863
70,3028,-791
-344,2746,-733
-1119,2357,-826
-905,2275,-364
-343,2471,-536
500,2440,-470
718,2196,-401
403,2439,-247
315,2180,-115
342,2016,48
311,1822,140
327,1415,142
147,1151,142
285,1137,174
226,1100,299
69,1055,357
11,1077,358
-3,890,366
50,806,454
152,892,592
263,1428,687
439,2603,884
745,3478,34
-31,3799,-20
444,3796,1890
975,2044,1911
620,913,1834
536,2792,657
-893,3087,-648
-1630,2400,-574
-129,2873,552
1116,2294,275
302,616,-281
-107,322,-408
-153,1372,-54
691,3822,142
87,2666,736
299,1797,667
533,1489,8
377,1249,-230
254,1714,-31
275,1953,44
221,1790,107
194,1739,58
280,1638,-129
330,1693,-203
392,1836,138
410,1728,-131
556,1777,58
588,2033,-158
518,2274,-384
572,2389,-210
865,2256,-100
995,2298,41
809,2276,8
761,2519,-303
748,2826,-128
583,2538,-328
431,2128,-877
-310,2380,-809
-838,2939,-257
-589,2463,-200
14,2733,-24
926,2761,-235
1075,2412,-251
820,2277,83
376,2226,371
213,1919,372
195,1693,188
266,1378,85
450,1220,150
249,956,167
9,1047,275
-60,1100,364
-2,1019,428
83,904,513
164,1059,548
187,1543,424
144,2357,610
557,3218,458
159,3695,286
348,3445,1608
638,1957,1842
341,1459,1689
745,2584,492
-293,2968,20
-1061,2013,-25
-17,2945,380
844,2542,351
281,908,140
-32,701,-475
-24,1201,-489
526,2844,-327
169,2840,499
-70,1936,752
174,1535,310
252,1361,-48
367,1709,106
440,2007,112
235,1879,137
152,1793,207
259,1665,84
440,1662,58
501,1762,91
417,1981,97
349,2001,84
403,1898,4
321,2056,-43
91,2159,-138
364,1802,-143
795,1755,-277
941,2324,72
789,2937,-11
779,3200,-139
1068,2798,-561
761,2448,-538
-142,2515,-420
-893,2399,-253
-684,2767,49
-76,2195,-203
561,2541,84
1020,2459,49
657,2174,-37
507,2314,198
486,1965,441
198,1504,367
311,1370,297
229,1159,198
232,1098,389
-39,1012,407
-120,1118,384
-42,1041,399
119,886,443
199,922,572
145,1424,642
18,2139,739
499,3073,295
213,3630,83
390,3595,1627
199,2482,1893
373,2799,822
364,3324,294
-431,2596,-4
-411,1856,235
458,1594,79
462,1113,64
427,1463,104
193,2041,-390
161,2515,-468
-53,2229,319
6,2103,632
141,1727,386
270,1596,89
175,1854,-138
75,2067,-51
100,1952,29
91,1891,-10
175,1871,7
291,2009,-27
275,2007,45
267,2014,177
453,2033,212
680,1909,158
907,1663,1
827,1466,-84
452,1311,178
270,1232,115
179,1351,-406
-109,2224,-890
-47,3459,-335
436,3481,-113
-329,3471,-607
-553,2784,-461
-36,2957,-148
664,2517,-488
970,2825,195
964,2404,165
510,2069,75
181,1772,-138
-266,1592,-129
-264,1578,30
-115,1668,125
-24,1758,106
-10,1726,-78
70,1736,-207
99,1823,-104
42,1898,3
-39,1950,-96
-50,1896,-171
-29,1827,-191
16,1793,-259
88,1793,-218
87,1824,-264
-84,1752,-385
-299,1790,-560
-341,2510,-638
-260,3189,-323
152,3115,257
28,3411,-434
942,3773,437
1679,1655,-137
932,1202,744
691,945,170
703,1633,499
1012,2723,491
663,2616,294
523,2209,231
654,2133,153
447,2171,139
209,2086,197
169,2111,162
273,2056,133
334,1933,108
243,1800,71
146,1795,35
135,1871,-9
213,1904,-67
268,1839,-26
274,1798,-1
282,1848,-10
206,1836,-75
151,1830,-52
114,1784,45
114,1816,178
277,2061,270
444,2103,161
503,2108,-168
607,1994,-568
358,1802,-537
64,1873,-125
-167,2370,448
53,2575,988
767,2711,1002
787,3146,915
284,2548,1053
143,1899,878
296,1731,450
551,1507,484
679,1495,664
686,1538,590
524,1466,428
328,1411,314
199,1563,207
134,1720,168
129,1838,263
135,2025,263
-14,1878,7
-88,1880,8
-158,2325,39
-363,2280,-97
-411,2274,-144
-326,2158,-156
-231,1849,-226
-63,2076,-318
286,2674,-229
470,3031,-61
357,2801,-83
466,2325,-99
756,2396,-92
1286,3567,160
1467,2477,-226
552,1401,-117
171,1193,-339
270,1578,-420
410,2298,-394
174,2363,-391
124,1920,-529
157,1535,-674
271,1704,-593
449,2046,-408
578,2390,-180
436,2300,-89
139,1881,-217
-65,1620,-333
109,1509,-406
312,1794,-523
233,2133,-291
123,1975,-186
195,1816,-375
487,1642,-809
1656,1555,-1163
1653,1493,-505
1774,1741,832
1285,3309,800
406,3249,752
-268,2732,911
-531,2081,847
29,1863,364
841,1607,471
941,1636,553
666,1718,454
378,1682,511
150,1647,668
-81,1722,779
-236,1675,731
-219,1708,664
-117,1765,617
-125,1655,643
-135,1563,634
-96,1623,716
-30,1771,764
-98,1833,800
-330,1867,797
-675,2020,737
-841,2974,731
-305,3279,570
266,2932,1108
102,1909,1146
-287,558,826
1,1303,-62
44,2976,-347
1,2770,-171
-48,2207,-6
179,2321,8
402,2370,82
411,2071,32
341,2129,-95
433,2026,-45
498,1903,-152
451,1761,-202
232,1712,-159
152,1782,-173
21,1647,-161
207,1819,-166
380,2069,-126
634,1855,-54
680,1683,-172
679,1711,-297
752,1628,-19
883,1757,17
870,1911,-94
770,1914,-375
413,2061,-259
87,2194,-199
198,2216,-151
390,2303,-206
346,2543,-84
826,2558,-529
549,3263,-159
1140,2917,-527
1088,2601,-1074
431,2239,-1042
-40,1991,-760
-431,2075,-534
-181,2214,-217
373,2146,-461
1029,2067,-560
998,1917,-463
265,2329,-183
-13,2260,46
181,2126,241
325,1552,239
266,1093,107
672,1197,240
8,1244,290
-10,1234,361
-139,1167,411
-91,1037,405
96,910,457
246,1096,549
351,1904,752
764,2853,1055
472,3312,-336
-126,3714,308
406,3073,1648
510,1618,1623
510,2208,1341
126,3286,-140
-876,2328,-519
-698,2196,493
764,2396,357
394,1371,-61
104,1017,-232
-198,1203,-507
91,2466,-435
142,2801,242
28,2150,631
217,1796,382
395,1480,4
291,1627,-97
309,1984,1
206,2051,164
205,1823,188
335,1639,100
455,1698,-24
480,1785,-89
534,1730,12
408,1931,-2
361,1988,93
376,1922,16
529,1958,-264
295,2095,-370
476,2005,-388
729,1860,-347
373,2231,-98
647,2560,-309
457,3067,-261
941,2950,-507
1087,2774,-581
834,2533,-648
457,2206,-695
-315,1959,-730
-533,2198,-394
-224,2202,-18
193,2298,-92
974,2181,-454
815,2194,-250
441,2515,21
146,2316,374
-56,1867,358
320,1653,249
478,1272,22
479,1136,261
223,1006,262
4,1067,262
-51,1087,274
-7,986,333
184,918,324
166,1227,408
94,2060,611
492,2858,917
475,3176,-340
305,3324,456
871,3093,1622
1066,1791,1723
1413,3068,1282
437,2993,-111
-1009,2089,-252
-1053,1561,617
234,1949,713
167,1415,168
132,1414,-372
88,1644,-443
409,2802,-341
206,2746,615
107,1806,660
434,1413,-8
468,1263,-146
420,1777,48
273,2107,68
57,1800,84
65,1624,-64
392,1702,-163
554,1788,-125
559,1769,72
457,1861,36
389,1887,-63
453,1906,112
590,2074,32
637,2176,-295
657,2175,-227
896,2095,-209
1189,2330,-205
796,2894,-15
775,2971,-347
772,2874,-662
243,2694,-577
-181,2475,-517
-819,2525,-318
-918,2371,-168
-408,2361,-354
614,2511,-258
1117,2291,-254
969,2337,-207
464,2337,166
315,2094,324
413,1750,491
270,1306,245
296,1420,-10
281,1077,344
190,1042,499
8,978,507
67,967,507
186,800,581
335,850,653
451,1304,844
596,2180,772
467,3021,91
-302,3283,-256
145,3782,1363
699,2709,1611
108,2129,1652
269,2705,1004
-72,2433,394
-524,1701,157
-410,2238,253
304,2346,-3
111,1375,267
75,1429,-80
235,1824,-410
499,2374,-332
216,2354,293
-108,1928,493
33,1701,454
271,1721,198
345,1800,-31
380,1932,71
285,2024,146
260,1863,130
294,1628,87
295,1640,-183
303,1875,-153
318,1929,9
177,1974,14
307,1910,3
487,1949,-27
420,2007,147
399,1940,-97
383,1997,-219
657,1849,-359
1073,1817,-548
646,2365,-377
248,3098,-113
541,2906,-424
499,2776,-786
-26,2612,-712
-218,3044,-614
-244,2945,-268
-402,2166,-275
54,1957,-481
987,1956,-516
1315,1859,-184
735,2193,219
273,1998,264
140,1688,163
-169,1675,119
-156,1449,-111
-82,1243,-147
9,1473,-41
106,1556,-25
240,1773,135
422,2008,230
407,2042,89
244,2129,162
234,2689,561
105,2793,4
147,2478,92
172,1670,63
201,1387,32
356,1893,-44
301,2140,53
66,2172,103
-98,2204,19
13,2049,-52
198,1988,-116
225,2070,14
204,2193,46
171,2169,-59
205,2073,-76
274,2048,-24
314,2026,10
304,2043,-7
249,2095,-30
153,2085,-37
186,2122,-15
252,2106,16
268,2084,17
286,2032,-27
252,2030,-38
236,2061,-45
241,2081,-38
238,2075,-31
244,2066,-27
239,2074,-16
235,2072,-15
216,2078,-13
207,2082,-23
182,2082,-21
183,2065,-19
201,2061,-18
201,2086,-6
203,2086,4
218,2063,12
220,2062,16
232,2058,4
218,2057,18
220,2066,24
217,2072,27
216,2070,17
207,2074,8
188,2072,14
195,2067,16
215,2046,1
228,2054,22
230,2057,20
231,2053,11
224,2062,7
211,2058,5
207,2055,6
208,2062,16
210,2061,3
217,2077,-8
212,2070,3
206,2060,9
216,2061,11
219,2073,13
213,2058,9
200,2064,6
205,2066,7
213,2083,7
220,2065,4
208,2060,6
201,2072,-7
197,2075,-1
204,2060,-2
204,2061,-5
208,2069,4
216,2073,0
211,2058,-9
205,2059,-6
206,2055,-12
202,2065,-5
204,2074,-7
211,2062,-7
220,2059,-12
216,2067,-7
222,2067,-6
203,2059,-9
212,2066,-4
210,2066,-5
213,2072,-10
218,2070,-9
212,2064,-5
215,2060,1
225,2069,2
235,2057,10
228,2059,-5
227,2066,-1
236,2074,-3
242,2065,12
240,2056,-5
235,2053,3
238,2057,0
227,2057,4
227,2064,4
231,2078,7
220,2066,-8
213,2064,-2
224,2067,-6
226,2062,-1
224,2054,0
222,2058,4
235,2071,-4
230,2070,1
238,2074,-5
241,2069,-3
245,2063,-1
240,2052,6
255,2067,8
266,2065,13
248,2067,29
224,2067,29
230,2064,29
229,2076,12
214,2059,-4
226,2044,-11
230,2051,-2
237,2077,3
243,2065,14
235,2064,18
242,2059,14
236,2065,21
236,2057,18
233,2067,37
224,2072,46
259,2046,40
261,2049,29
261,2043,25
254,2065,23
247,2080,40
249,2061,23
255,2050,22
249,2062,26
234,2072,29
242,2057,38
241,2053,41
255,2061,36
256,2056,32
255,2064,29
255,2056,24
250,2052,33
240,2060,37
241,2056,45
247,2056,46
256,2068,41
268,2053,33
253,2063,34
233,2064,40
222,2061,45
242,2061,36
250,2053,29
246,2060,26
245,2066,29
250,2070,33
258,2055,28
262,2053,41
257,2067,37
256,2058,39
260,2057,44
256,2050,40
256,2056,42
254,2063,45
252,2059,43
274,2054,54
264,2063,61
271,2054,52
267,2052,42
267,2052,49
283,2061,50
255,2051,56
248,2042,47
274,2037,34
289,2048,47
279,2052,35
279,2061,31
267,2062,36
270,2062,23
249,2055,33
239,2060,39
247,2062,43
254,2059,50
255,2057,45
250,2057,38
255,2059,42
249,2063,43
252,2057,55
247,2066,45
255,2048,43
254,2046,40
258,2062,46
248,2057,38
246,2059,45
262,2054,38
267,2059,42
277,2051,45
267,2046,38
262,2057,40
270,2062,46
267,2068,43
276,2053,29
269,2052,35
269,2061,38
257,2055,42
259,2057,39
271,2068,44
269,2052,30
254,2056,33
258,2056,38
255,2053,43
263,2057,39
272,2051,38
268,2056,39
272,2049,52
270,2057,46
270,2053,54
274,2050,44
270,2052,39
273,2059,34
282,2060,37
276,2051,37
271,2049,41
274,2050,30
271,2054,30
259,2055,32
274,2057,36
282,2052,33
284,2061,38
284,2065,32
271,2056,27
273,2050,23
275,2054,39
275,2065,28
281,2054,35
271,2054,28
275,2060,31
269,2061,33
264,2054,33
271,2049,28
268,2049,34
266,2062,36
264,2055,31
269,2068,32
271,2056,29
273,2057,30
275,2055,33
267,2054,38
281,2051,28
275,2049,34
268,2059,32
270,2058,42
270,2059,36
272,2049,37
275,2061,31
274,2060,32
308,2052,37
312,2041,22
307,2044,27
294,2051,16
300,2055,31
314,2056,35
334,2060,-7
321,2053,15
291,2048,17
276,2052,10
273,2061,4
283,2071,0
285,2063,4
299,2063,12
303,2077,4
302,2084,-7
338,2045,0
389,2058,37
385,2032,-14
368,2009,-12
334,2034,2
320,2038,59
324,1976,92
383,1989,49
463,2069,61
401,2072,85
246,2109,139
197,2043,189
208,2017,169
252,2039,173
296,2034,192
345,2002,201
396,1994,179
401,2026,204
375,2047,215
407,2035,206
447,2009,156
524,1969,72
540,1991,-4
493,2033,1
499,2021,4
497,2041,-41
453,2061,-92
375,2029,-74
325,1995,-158
334,1956,-219
133,1964,-196
-39,1953,-104
-79,1973,23
-81,1959,38
-124,2153,163
27,2344,299
186,2444,299
268,2401,347
230,2128,403
292,2008,396
337,2010,416
293,2027,410
174,1987,505
70,1968,531
141,2021,670
231,2093,767
315,2113,656
346,1993,501
387,1816,354
341,1781,265
335,1848,350
434,1934,580
360,2092,543
312,2109,449
334,1969,499
405,1958,461
517,1984,483
695,2147,671
1073,2104,284
1161,2011,333
606,1861,350
346,1796,132
363,1996,142
458,2104,251
361,2122,296
182,2088,239
87,1927,196
138,1900,337
258,1974,516
316,2015,512
337,2061,530
383,2000,626
477,2022,731
405,2006,651
356,2011,714
291,2018,776
232,2039,743
224,1996,683
141,1956,658
13,1941,590
-49,1925,580
2,1880,568
6,1810,545
-29,1767,564
-3,1749,581
11,1718,660
51,1728,723
126,1761,647
-28,1728,467
-221,1644,410
-343,1680,505
-423,1682,453
-432,1973,617
-385,2166,460
-239,2801,561
789,3889,1064
1069,3003,370
-104,1853,384
-120,1562,208
86,1862,101
470,2662,-7
638,2534,-100
610,1715,-112
614,1505,-70
561,1800,39
547,2025,111
574,2070,112
559,2021,141
585,1926,166
671,1858,82
801,1881,-53
852,1872,52
836,1880,100
797,1895,162
723,1964,237
639,2022,225
519,2003,203
414,2031,203
366,1983,181
371,1977,160
458,1986,204
628,2030,294
741,2003,186
856,1919,129
786,1959,169
646,2001,247
607,1962,217
617,1896,251
658,1865,241
712,1864,209
761,1895,192
841,1952,221
880,1978,159
825,1891,152
672,1852,102
555,1897,163
475,2023,143
409,2084,99
381,2126,136
318,2097,193
264,2047,208
309,2062,175
384,2067,153
476,2102,90
463,2095,76
456,2101,135
424,2126,131
374,2160,64
296,2134,30
262,2047,7
258,2003,7
311,1946,-100
195,1924,-107
10,1951,-106
-92,2043,-235
41,1853,-87
362,1886,36
260,2243,349
354,2229,740
220,2565,995
-209,2506,988
-311,2299,772
-133,1990,727
180,1756,689
411,1789,633
318,1781,781
281,1893,815
285,1893,609
224,1744,535
155,1773,650
5,1770,706
49,1887,772
124,1956,831
44,1925,705
110,1849,670
102,1919,713
54,1953,727
19,1909,743
12,1898,755
6,1930,726
139,1879,606
173,1761,442
189,1746,542
58,1896,725
-28,1886,793
-61,1792,699
101,1715,648
198,1735,727
160,1817,877
146,1855,937
142,1882,928
101,1895,906
58,1892,785
71,1902,754
-7,1976,810
10,2074,816
67,2091,791
48,2115,763
36,2138,756
72,2132,764
76,2108,764
128,2059,710
144,2045,708
175,2048,623
203,1980,584
164,2020,655
204,2122,711
263,2113,761
270,2027,815
174,1922,786
139,1803,730
89,1731,718
6,1675,765
-19,1615,763
-83,1566,744
-237,1501,761
-389,1387,814
-443,1389,600
-384,1759,-29
23,3169,582
847,3253,493
72,2426,-100
-290,1106,553
-147,862,395
517,1686,360
971,2711,748
1491,2737,801
1625,1976,558
1397,1402,131
1033,1717,-164
408,2178,437
386,2464,884
493,2335,671
555,1981,430
826,2099,568
1040,2545,974
976,2568,1053
597,2053,676
266,1825,435
252,2004,476
398,2262,472
436,2306,432
380,2121,383
115,1903,133
-323,1624,-17
-401,1678,-68
-80,1723,121
304,1643,207
724,1595,317
1010,1549,195
910,1549,-95
607,1717,-37
304,2026,285
321,2371,274
410,2419,3
456,2131,-58
370,1964,-238
359,2067,-161
441,2070,131
623,2085,111
726,1980,-159
701,1757,-236
731,1708,-344
665,1861,-399
588,1937,-376
575,1840,-350
710,1706,-413
769,1617,-545
494,1565,-496
-105,1604,-663
-619,1998,-735
314,2164,-238
363,1585,12
-674,1897,494
-1526,3020,1137
-845,3532,893
-53,2960,780
831,2248,450
511,1677,790
148,1396,681
-485,1827,489
-1119,2484,489
-674,2179,595
82,1901,710
247,1683,387
218,1582,164
